id,userid,yearReg,companyName,companyWebsite,contactName,contactEmail,contactPhone,companyAddress1,companyAddress2,companyCity,companyState,companyZip,additionalContactInfo,previousAttendance,industry,majors,positionsAvailable,degreesNeeded,companyRegLocations,onlineEmpApplication,applicationHiringPolicy,numberRepsAttending,preferableDateofAttendance,attendingReception,companyProfile,paymentAddress1,paymentAddress2,paymentCity,paymentState,paymentZip,eligibleForDiscount,sponsorshipClass,dateCreated,dateModified,Building
193,246,2013,Safran USA,http://www.safran-na.com/,Valerie De Rozieres,safran.uni@safranusa.com,972-400-7168,2850 Safran Drive,,Grand Prairie,Texas,75052,,No,Aerospace,AERO:IOE:,Full-time:Summer Internship:Co-Op:,PhD:Masters:Bachelors:,West Coast:Southwest:Northeast:Midwest:Southeast:,,2,2,Monday September 23,Yes,,,,,none,,,,6/14/2013 14:45,6/14/2013 14:45,EECS
110,161,2013,Sandia National Laboratories,www.sandia.gov,Ana Garcia,apgarc@sandia.gov,505-844-8613,PO Box 5800 MS 1497,,Albuquerque,New Mexico,87185,,Yes,Government,CHEME:CE:CS:EE:EP:ENV:IOE:MFE:MSE:ME:N,Full-time:Summer Internship:,PhD:Masters:Bachelors:,West Coast:Southwest:,www.sandia.gov/careers,3,5,Tuesday September 24,Yes,"Sandia National Laboratories is the nation's premier science and engineering lab for national security and technology innovation. We are a world-class team of scientists, engineers, technologists, post docs, and visiting researchers all focused on cutting-edge technology, ranging from homeland defense, global security, biotechnology, and environmental preservation to energy and combustion research, computer security, and nuclear defense.",,,,none,,,,5/8/2013 16:35,5/8/2013 16:35,EECS
198,251,2013,SanDisk,www.sandisk.com,Jackie Bonnit,universityrelations@sandisk.com,408-801-7642,951 SanDisk Dr,,Milpitas,California,95035,,No,Computer Hardware,CE:CS:EE:IOE:EE Systems:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,West Coast:,http://www.sandisk.com/about-sandisk/careers/,1,2,Tuesday September 24,No,,,,,none,,,,6/18/2013 10:38,6/18/2013 10:38,EECS
239,216,2013,SapientNitro,www.sapientnitro.com,Maredol Sarne,msarne@sapient.com,416-645-1242,131 Dartmouth Street,3rd Floor,Boston,Massachusetts,2116,,No,Consulting,CE:CS:IOE:,Full-time:,Masters:Bachelors:,West Coast:Southwest:Northeast:Midwest:Southeast:,,2,3,Monday September 23,Yes,"SapientNitroSM, part of Sapient® (NASDAQ: SAPE), is a new breed of agency redefining storytelling for an always-on world. We’re changing the way our clients engage today’s connected consumers by uniquely creating integrated, immersive stories across brand communications, digital engagement, and omni-channel commerce. We call it Storyscaping, where art and imagination meet the power and scale of systems thinking.",,,,none,,,,7/10/2013 12:26,7/10/2013 12:26,EECS
314,407,2013,"Say Media, Inc.",www.saymedia.com,Valentina Jalowski,vjalowski@saymedia.com,415-738-5144,180 Townsend Street,,San Francisco,California,94107,"Ashley Walton: awalton@saymedia.com
Moon Kim: mkim@saymedia.com
Paul Devine: pdevine@saymedia.com",Yes,Computer Software,CE:CS:,Full-time:Summer Internship:,Masters:Bachelors:,West Coast:,http://www.saymedia.com/careers,1,3,Tuesday September 24,No,"Based in San Francisco, Say Media is in 11 markets throughout the US, Canada, and the UK. Recently listed at on Deloitte's Technology Fast 500 for the second year in a row and ranked among the Best Places to Work in the Bay Area by the SF Business Times, Say is comprised of an eclectic group of thinkers and doers, focused on building the modern media company, bridging technical, creative, and business disciplines.",,,,none,,,,8/27/2013 17:55,8/27/2013 17:55,EECS
170,224,2013,SBB Research Group,http://www.sbbrg.com/,Katie Lach,hr@sbbrg.com,847-656-1132,450 Skokie Blvd,Bldg 600,Northbrook,Illinois,60062,,No,Finance,CE:CS:EE:,Full-time:,PhD:Masters:Bachelors:,Midwest:,,2,2,Monday September 23,No,"SBB Research Group, is an early stage investment management and research firm with more than $50 million under management and 10 years of market experience. SBB Research Group develops and invests in the financial markets through the use of quantitative financial models.",,,,none,,,,6/4/2013 14:04,6/4/2013 14:04,EECS
64,118,2013,Schlumberger,www.slb.com,Kathryn Orem,korem@slb.com,281-285-8357,"145 Industrial Blvd, MD 2",,Sugar Land,Texas,77478,,Yes,Energy,AERO:CHEME:CIVIL:CE:CS:EE:IOE:MSE:ME:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,http://careers.slb.com,2,6,Monday September 23,No,"Schlumberger Limited (NYSE:SLB) is the leading oilfield services company for customers working in the international oil and gas industry. We are committed to excellence in technical innovation, teamwork and creating value for our customers, our shareholders and our employees. Schlumberger is an equal opportunity employer.",,,,none,,,Gold,5/1/2013 13:10,5/1/2013 13:10,EECS
27,75,2013,Schneider Electric,http://www.us.schneider-electric.com/careers,Megan Anderson,schneiderelectric@nc3.com,401-642-1708,1415 South Roselle Road,,Palatine,Illinois,60067,,Yes,Manufacturing,CE:CS:EE:IOE:MFE:ME:,Full-time:Summer Internship:,Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,,2,4,Monday September 23,Yes,"As a global specialist in energy management with operations in more than 100 countries, Schneider Electric offers integrated solutions across multiple market segments, including leadership positions in energy and infrastructure, industrial processes, building automation, and data centers/networks, as well as a broad presence in residential applications.",2 Pleasant Street,,Pawtucket,Rhode Island,2860,,,5/1/2013 8:09,5/1/2013 8:09,EECS
194,245,2013,Severstal North America,www.severstalna.com,Michelle Chapo,michelle.chapo@severstalna.com,313-317-1276,14661 Rotunda,,Dearborn,Michigan,48120,,Yes,Manufacturing,CHEME:CE:CS:ENV:MSE:ME:EE Systems:,Full-time:Summer Internship:,Masters:Bachelors:,Midwest:,,2,2,Monday September 23,No,"Severstal North America is one of the largest steelmakers in the United States, specializing in the next generation of high quality, flat-rolled, carbon steel products.  We serve customers in more than 20 markets including the automotive, appliance, construction, container, pipe and tubing, distribution, converter and service center industries.",,,,none,,,,6/17/2013 7:29,6/17/2013 7:29,EECS
36,83,2013,Shell Oil Company,http://www.shell.us/careers,Lindsay Rosen,L.Rosen@shell.com,713-241-0207,"Shell Oil Company, P O Box 2463",,Houston,Texas,77252,Michael Koinis (michael.koinis@shell.com),Yes,Energy,CHEME:CIVIL:CE:CS:EE:EP:ENV:IOE:MSE:ME:Naval Arc,Full-time:Summer Internship:,PhD:Masters:Bachelors:,West Coast:Northeast:Midwest:Southeast:,"For information and to apply online, visit www.shell.us/careers.",2,5,Monday September 23,Yes,"Shell is a global group of energy and petrochemical companies, and has been named a Top 100 IDEAL Employer. Shell is a leading oil and gas producer in the deepwater Gulf of Mexico, a recognized pioneer in oil and gas exploration and production technology, and one of America’s leading oil and natural gas producers, gasoline and natural gas marketers and petrochemical manufacturers.",23146 Sandsage Ln,,Katy,Texas,77494,,Diamond,5/1/2013 9:09,5/1/2013 9:09,EECS
295,364,2013,Silicon Labs,www.silabs.com,Brittney Kistner,brittney.kistner@silabs.com,512-532-5289,400 W Cesar Chavez,,Austin,Texas,78701,,No,Electronics,EE:,Full-time:Summer Internship:Co-Op:,PhD:Masters:Bachelors:,Southwest:,,1,3,Tuesday September 24,No,"Silicon Laboratories (NASDAQ: SLAB) is an industry leader in the innovation of high-performance, analog-intensive, mixed-signal ICs. Mixed-signal ICs enable the analog world we live in to interact with the digital world of computing. Electronics ranging from your thermostat to your Smartphone are using more and more mixed-signal content as they become “smarter,” connected and more useful.",400 W Cesar Chavez,,Austin,Texas,78701,,,8/1/2013 12:40,8/1/2013 12:40,EECS
168,212,2013,"Soil and Materials Engineers, Inc.",www.sme-usa.com,"Sherri Fountain, SPHR",ahenders@sme-usa.com,734-454-9900,43980 Plymouth Oaks Blvd,,Plymouth,Michigan,48170,Alicia Henderson ahenders@sme-usa.com,Yes,Consulting,CIVIL:ENV:MSE:,Full-time:Co-Op:,Masters:Bachelors:,Midwest:,,2,2,Tuesday September 24,No,"Headquartered in Plymouth, Michigan, with offices in Lansing, Kalamazoo, Grand Rapids, Bay City, Shelby Twp, and Traverse City, Michigan, Indianapolis, Indiana, Cleveland, and Cincinnati, Ohio, SME provides consulting services in the geosciences, materials and the environment.  We offer exceptional opportunities for professional growth in a flexible environment and excellent benefits.",,,,none,,,,6/4/2013 11:55,6/4/2013 11:55,EECS
161,213,2013,Southwest Research Institute,www.swri.jobs,Erin Rogers,erin.rogers@swri.org,210-522-2263,6220 Culebra Road,,San Antonio,Texas,78238,,Yes,Research & Development,CE:CS:EE:ME:,Full-time:,PhD:Masters:Bachelors:,Southwest:,www.swri.jobs,2,2,Tuesday September 24,No,"Southwest Research Institute (SwRI®) is an independent, nonprofit, applied engineering and physical sciences research and development organization. A partial listing of research areas includes antennas and propagation; automation, robotics, and intelligent systems; avionics, chemistry and chemical engineering; corrosion and electrochemistry; emissions research; engineering mechanics; fire technology; and fuels and lubricants.",,,,none,,Yes,,5/29/2013 11:11,5/29/2013 11:11,EECS
272,340,2013,SpaceX,www.spacex.com,Meagan Karagias,meagan.karagias@spacex.com,310-363-6620,1 Rocket Road,,Hawthorne,California,90250,,Yes,Aerospace,AERO:CE:CS:EE:EP:MFE:MSE:ME:EE Systems:,Full-time:Summer Internship:Co-Op:,PhD:Masters:Bachelors:,West Coast:Southwest:Southeast:,www.spacex.com/careers,2,5,Tuesday September 24,Yes,"SpaceX is a US based advanced technology company founded by Elon Musk. We build rockets and spacecraft from the ground up including cutting edge electronics, software, vehicle structures and engine systems. The Falcon Launch Vehicle & Dragon Spacecraft programs are some of the most ambitious engineering systems in the world, designed to support our ultimate goals of aviation-like spaceflight capability and making humanity a multi-planet species.",1 Rocket Road,,Hawthorne,California,90250,,,7/24/2013 11:27,7/24/2013 11:27,EECS
31,74,2013,Spot Trading LLC,www.spottradingllc.com,Stephanie Bourdo,stephanie.bourdo@spottradingllc.com,312-362-4727,440 S. LaSalle,2800,Chicago,Illinois,60605,,Yes,Computer Software,CE:CS:,Full-time:Summer Internship:,Bachelors:,Midwest:,http://www.spottradingllc.com/careers/campus-openings/,2,4,Tuesday September 24,No,"Spot Trading LLC is a technology-driven proprietary trading firm based in Chicago’s financial district. Our unique culture deploys a highly integrated model, where traders, quantitative analysts, equity analysts and technologists work closely together to capitalize on pricing opportunities in the options, commodities and futures markets.  We have been recognized as one of the “National Best and Brightest Companies to Work For”TM in 2011 and 2012.",440 S. LaSalle,Suite 2800,Chicago,Illinois,60605,,,5/1/2013 8:21,5/1/2013 8:21,EECS
23,68,2013,SPX Corporation,www.spx.com,Brian Hall,brian.hall@spx.com,704-752-7459,13320 Ballantyne Corporate Place,,Charlotte,North Carolina,28277,,Yes,Manufacturing,AERO:CHEME:CIVIL:EE:IOE:ME:,Full-time:,Masters:Bachelors:,Southwest:Northeast:Midwest:Southeast:,www.spx.com/careers,2,4,Monday September 23,No,"SPX Corporation is a global Fortune 500 multi-industry manufacturing leader with over $5 billion in annual revenue, operations in over 35 countries and 15,000 employees. The company's highly-specialized, engineered products and technologies are concentrated in flow technology and energy infrastructure. Many of SPX's innovative solutions are playing a role in helping to meet rising global demand for electricity and processed foods and beverages.",,,,none,,,,5/1/2013 7:54,5/1/2013 7:54,EECS
125,172,2013,Square Inc.,squareup.com/careers,Saqi Mehta,students@squareup.com,209-598-6007,110 Fifth Street,,San Francisco,California,94108,,Yes,Computer Software,CE:CS:EE:,Full-time:Summer Internship:Co-Op:,Masters:Bachelors:,West Coast:,squareup.com/careers,1,4,Monday September 23,Yes,"Square is a mobile payments startup in San Francisco looking for exceptional technical talent to help us quickly and securely process millions of dollars each day. At Square we value design, user experience, and accuracy. We're looking for Interns and New Grads who share our values and are passionate about simplifying the world of payments.",,,,none,,,,5/13/2013 20:13,5/20/2013 18:48,EECS
162,215,2013,State farm Insurance,www.statefarm.com,Brandy Pascazio,brandy.pascazio.srun@statefarm.com,518-884-5045,3 State Farm Plaza South,,Bloomington,Illinois,61791,"Robert Wills
Lisa Runge",Yes,Insurance,AERO:AOSS:AUTO:CE:CS:EE:FE:IOE:NAME:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,Midwest:,www.statefarm.com/careers,2,5,Monday September 23,Yes,"On the surface, State Farm is a top insurance and financial services provider.

Dig deeper and you will find vast information technology required to do what we do, on the massive scale that we do it.   State Farm Systems Department is at the center of it all looking for transferable skills from your engineering degree.  Can you talk Big Data ? Stop by our booth and lets talk shop!",Attn: Brandy Pascazio : HR,100 State Farm Place,Ballston Spa,New York,12020,,,5/29/2013 12:06,5/29/2013 12:18,EECS
13,56,2013,Stryker,http://www.careerevents.stryker.jobs/,Hillary Davis,hillary.davis@stryker.com,269-389-5901,1901 Romence Road Pkwy,,Portage,Michigan,49002,,Yes,Healthcare Products & Services,BME:CE:CS:EE:IOE:IP:MFE:MSE:ME:,Full-time:Summer Internship:,Masters:Bachelors:,West Coast:Southwest:Northeast:Midwest:Southeast:,http://www.careerevents.stryker.jobs/,2,9,Monday September 23,Yes,"Stryker is one of the world's leading medical technology companies and is dedicated to helping healthcare professionals perform their jobs more efficiently while enhancing patient care. The Company provides innovative orthopaedic implants as well as state-of-the-art medical and surgical equipment to help people lead more active and more satisfying lives. For more information about Stryker, please visit www.stryker.com.",,,,none,,,,5/1/2013 6:26,5/1/2013 6:26,EECS
292,358,2013,TechEdge USA,www.techedgegroup.com,Susan Campbell,Susan.Campbell@techedgegroup.com,443-798-5836,27777 Franklin Road,Suite 1040,Southfield,Michigan,48034,,,Consulting,CE:CS:EP:FE:MFE:MSE:ME:,Full-time:,PhD:Masters:Bachelors:,Northeast:Northwest:Midwest:,,1,3,Tuesday September 24,Yes,"Techedge is a professional services firm, SAP Champion, and Oracle Partner with offices in Italy (Milan, Rome, Turin and Pescara), USA (Chicago and Detroit), Germany (Frankfurt and Fulda), UK (London) and Brazil (Sao Paulo and Belo Horizonte). We are recognized across the market for best in class competences and the ability to deliver innovative solutions.",,,,none,,,,7/31/2013 12:54,7/31/2013 12:54,EECS
20,62,2013,Technology Services Group,http://www.tsgrp.com,Tony Parzgnat,recruiting@tsgrp.com,312-899-2930,22 W. Washington St. 5th Floor,,Chicago,Illinois,60602,,Yes,Consulting,CE:CS:EE:IP:,Full-time:Summer Internship:,Masters:Bachelors:,Midwest:,http://www.tsgrp.com/careers/application.jsp,1,2,Monday September 23,No,"Technology Services Group (TSG) is a systems consulting firm, with offices located in Chicago's loop area, specializing in web development as it relates to content management and knowledge management. We also have Open Source product offerings that we are aggressively developing and marketing.  Our clientele consists mostly of Fortune 500 companies representing multiple industries.",,,,none,,,,5/1/2013 7:31,5/1/2013 7:31,EECS
223,278,2013,TechSmith Corporation,www.techsmith.com,Kelly Wasalaski,k.wasalaski@techsmith.com,517-381-2300,2405 Woodlake Drive,,Okemos,Michigan,48864,,Yes,Computer Software,CE:CS:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,Midwest:,www.techsmith.com/careers,2,5,Tuesday September 24,No,"TechSmith is a software company based just outside of Lansing, Michigan in Okemos.  Our software is innovative, fun and easy to use.  And with over 250 smart, creative and hard-working employees, it just keeps getting better, and better.  We’re always looking for the latest and greatest in our software, and our employees.  So who knows, maybe you’ll come up with our next best thing?",,,,none,,,,7/1/2013 8:10,7/1/2013 8:10,EECS
82,135,2013,Tektronix,http://www.tektronix.com,Jennifer Askew,jobs@tektronix.com,503-627-3320,14200 SW Karl Braun Drive M/S 50-495,,Beaverton,Oregon,97077,Gail Olszewski (503) 627-7560,Yes,Electronics,CE:CS:EE:EP:MFE:ME:,Full-time:,PhD:Masters:Bachelors:,West Coast:Northwest:,http://www.tek.com/careers,1,2,Tuesday September 24,Yes,"Whenever you view a web site, click a mouse, make a cell phone call, or turn on a TV you touch our work. As a world leader in test, measurement and monitoring technology, we enable our customers to do more than ever. Technical innovators of all kinds benefit from our products and expertise, and work in communications, computer, semiconductor, military/aerospace, consumer electronics, education, broadcast and other fields all over the globe.",,,,none,,,,5/2/2013 11:35,5/2/2013 11:35,EECS
105,150,2013,Texas Instruments,http://careers.ti.com/,Christina Guilbault,ti@recsolu.com,401-642-1707,13532 N. Central Expressway,,Dallas,Texas,75243,,Yes,Electronics,CE:CS:EE:,Full-time:Summer Internship:,Masters:Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,,2,8,Monday September 23,Yes,Texas Instruments (TI) is out front and ready for the next big challenge.  Our innovations are at the core of nearly every electronic product in use today.  And it doesn’t stop there!  We’re developing breakthrough technology to power the world’s future innovations as well.,2 Pleasant St.,,Pawtucket,Rhode Island,2860,,,5/7/2013 12:42,5/7/2013 12:42,EECS
103,97,2013,The Aerospace Corporation,http://www.aerospace.org/careers,Terrri.d.davis,terri.d.davis@aero.org,310-336-6512,"P.O. Box 92957, M3-050",,Los Angeles,California,90009,"Suzan Barrett
Suzan.H.Barrett@aero.org",Yes,Aerospace,AERO:CHEME:CIVIL:CE:CS:EE:EP:IOE:MSE:ME:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,West Coast:Northeast:,www.aerospace.org/careers,2,2,Monday September 23,Yes,"As an independent, nonprofit corporation operating a federally funded research and development center (FFRDC), The Aerospace Corporation performs objective technical analyses and assessments for a variety of government, civil and commercial customers.",,,,none,,Yes,,5/7/2013 10:47,5/7/2013 10:47,EECS
89,127,2013,The Boeing Company,www.boeing.com/careers,Tamara Shilipetar,tamara.s.shilipetar@boeing.com,253-217-5761,7755 East Marginal Way South,,Seattle,Washington,98108,,,Aerospace,AERO:CIVIL:CE:CS:EE:EP:ENV:MSE:ME:,Full-time:Summer Internship:Co-Op:,Masters:Bachelors:,West Coast:Southwest:Northwest:Midwest:Southeast:,www.boeing.com/careers,2,2,Tuesday September 24,Yes,"Boeing is the world's largest aerospace company and leading manufacturer of commercial jetliners and defense, space and security systems. A top U.S. exporter, the company supports airlines and U.S. and allied government customers in 150 countries.",18915 SE 270 St,,Covington,Washington,98042,,Platinum,5/3/2013 11:54,5/3/2013 12:31,EECS
228,287,2013,The Johns Hopkins University Applied Physics Laboratory,www.jhuapl.edu,Nicole Anderson,nicole.anderson@jhuapl.edu,443-778-5844,11100 Johns Hopkins Road,,Laurel,Maryland,20723,,Yes,Aerospace,AERO:BME:CHEME:CE:CS:EE:EP:IOE:MSE:ME:EE Systems:,Full-time:Summer Internship:Co-Op:,PhD:Masters:Bachelors:,Northeast:,,2,2,Tuesday September 24,Yes,"The Applied Physics Laboratory (APL) is a not-for-profit center for engineering and research and development. Located north of Washington, DC, APL is a division of one of the world's premier research universities, The Johns Hopkins University (JHU). The Laboratory has been a major asset to the nation since it was organized to develop a critical World War II technology in 1942.",11100 Johns Hopkins Road,,Laurel,Maryland,20723,Yes,,7/3/2013 7:05,7/3/2013 7:05,EECS
115,164,2013,The Keystone Group,www.thekeystonegroup.com,Jessica Fong,jfong@thekeystonegroup.com,312-960-3630,300 N. LaSalle St.,Suite 4300,Chicago,Illinois,60654,,Yes,Consulting,IOE:MFE:,Full-time:,Masters:Bachelors:,Midwest:,,3,4,Monday September 23,No,"The Keystone Group is a results-oriented management consulting firm. Our small, experienced teams work with mid-market manufacturing and distribution clients to develop and execute strategy, improve operations, restructure finances, and integrate acquisitions.",,,,none,,,,5/10/2013 7:50,5/10/2013 7:50,EECS
230,289,2013,The Lee Company,www.theleeco.com,Mike Borla,borlam@theleeco.com,248-827-0981,"3000 Town Center, Suite 2580",,Southfield,Michigan,48075,"Tom Pritchett, Prichett@theleeco.com",Yes,Aerospace,AERO:AUTO:CHEME:EE:ME:,Full-time:,Bachelors:,Midwest:,,3,3,Tuesday September 24,No,"SALES ENGINEER

Seeking independent, out-going, and well-rounded individual to service new and existing OEM customer base in the Midwest.

We are a well-established company that designs and manufactures miniature fluid control components for the Aerospace, Industrial, Automotive and Medical/Scientific industries.  Primary responsibilities include direct customer contact, technical assistance, and product support.",2198 Jason Drive,,Commerce Twp,Michigan,48382,,,7/3/2013 14:19,7/3/2013 14:19,EECS
169,223,2013,The Northern Trust Company,www.northerntrust.com,Laura Yeager,lcy1@ntrs.com,312-557-0933,801 S Canal St,,Chicago,Illinois,60607,,,Banking,CE:CS:,Full-time:Summer Internship:,Bachelors:,Midwest:,wwww.northerntrustcareers.com,2,2,Tuesday September 24,Yes,"Northern Trust is a global leader in delivering innovative investment management, asset and fund administration, fiduciary and banking solutions to corporations, institutions and affluent individuals. For more than 120 years, we have evolved with the changing needs of our clients and our world.",,,,none,,,,6/4/2013 12:17,6/4/2013 12:17,EECS
102,151,2013,The Timken Company,http://www.timken.com/en-us/careers/Pages/default.aspx,Brittany Haidet,university.relations@timken.com,330-471-4194,1835 Dueber Avenue SW,,Canton,Ohio,44706,Clark Harvey university.relations@timken.com,Yes,Manufacturing,AERO:CS:EE:IOE:MFE:MSE:,Full-time:Summer Internship:,Bachelors:,Northeast:Midwest:Southeast:,http://www.timken.com/en-us/careers/Pages/default.aspx,2,4,Monday September 23,Yes,"We're passionate about developing technical solutions and services that enable our customers' equipment to run harder, faster and longer with enhanced durability and superior performance. We have more than a century of experience in materials science and steelmaking, and an even longer history in friction management.",1835 Dueber Ave SW,BIC 11,Canton,Ohio,44706,,,5/7/2013 9:49,5/7/2013 9:49,EECS
137,188,2013,The Walsh Group,www.walshgroup.com,Emily DiTraglia,editraglia@walshgroup.com,312-492-1556,929 W Adams Street,,Chicago,Illinois,60607,,Yes,Materials & Construction,CIVIL:IOE:,Full-time:Summer Internship:Co-Op:,Masters:Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,,2,4,Tuesday September 24,No,"The Walsh Group, founded in 1898, is a family owned and operated company. As one of the largest National Contractors, Walsh provides construction management, design-build and self-performed services through the operations of two subsidiaries: Walsh Construction and Archer Western Contractors.",929 W Adams Street,,Chicago,Illinois,60607,,,5/16/2013 9:02,5/16/2013 9:02,EECS
45,93,2013,Thoughtworks,www.thoughtworks.com,Casey Darnell,cdarnell@thoughtworks.com,312-373-8474,200 E Randolph St,25th floor,Chicago,Illinois,60601,,Yes,Computer Software,AERO:AOSS:AUTO:BME:CHEME:CIVIL:CE:CS:EE:EP:ENV,Full-time:,PhD:Masters:Bachelors:,West Coast:Midwest:Southeast:,http://join.thoughtworks.com/apply,1,10,Monday September 23,Yes,"We are a software company and a community of passionate, purpose-led individuals. We think disruptively to deliver technology to address our clients' toughest challenges, all while seeking to revolutionize the IT industry and create positive social change.",200 E Randolph St,25th floor,Chicago,Illinois,60610,,,5/1/2013 9:50,5/1/2013 9:50,EECS
191,244,2013,Tognum America Inc.,www.tognumamericacareers.com,Eddie Rayborn,Eddie.Rayborn@tognum.com,248.560.8796,39525 Mackenzie Drive,,Novi,Michigan,48377,"Ruth Newman : 248.560.8390
ruth.newman@tognum.com",No,Manufacturing,EE:IOE:MFE:EE Systems:,Full-time:,Bachelors:,Midwest:,"Tognum America Inc. is an equal opportunity employer. Only candidates who apply via the company website will be considered.

www.tognumamericacareers.com",1,2,Monday September 23,Yes,"Tognum America, Inc. is the NA HQ for Tognum, one of the world's leading suppliers of high speed diesel engines, complete propulsion and power systems. Tognum’s MTU engines brands are respected around the world. 

Tognum America is a unique combination of German and American culture, based on over 100 years of technological leadership. We are a growing company and an excellent place to work",,,,none,,,,6/13/2013 14:32,6/13/2013 14:32,EECS
117,165,2013,"Toyota Motor Engineering & Manufacturing, Inc.",www.toyota.com,Amy Trapp,toyota.tema@recsolu.com,312-291-8413,25 Atlantic Avenue,,Erlanger,Kentucky,41018,,Yes,Automotive & Transport Equipment,CHEME:EE:IOE:ME:,Full-time:Co-Op:,Masters:Bachelors:,Midwest:Southeast:,,2,5,Monday September 23,No,"Toyota Motor Engineering & Manufacturing North America, Inc (TEMA) is the alignment of Toyota's North American R&D and manufacturing operations, joining the operations, planning and technical functions.  TEMA headquarters in Erlanger, KY, house the Toyota Operations Center and the Toyota Planning Center. The main offices for the Toyota Technical Center are in Ann Arbor, MI.",2 Pleasant Street,,Pawtucket,Rhode Island,2860,,,5/10/2013 13:55,5/10/2013 13:55,EECS
255,315,2013,TransCanada Corporation,www.transcanada.com,Kelsey Murdoch,kelsey_murdoch@transcanada.com,403-920-2614,717 Texas Street,,Houston,Texas,77252,,Yes,Energy,AERO:CHEME:CIVIL:EE:MSE:ME:EE Systems:,Full-time:Co-Op:,Bachelors:,Northeast:Midwest:Southeast:,http://www.transcanada.com/careers.html,1,3,Tuesday September 24,No,"TransCanada will be the leading energy infrastructure company in North America, with a strong focus on pipelines and power generation opportunities located in regions where we  have or can develop significant competitive advantages.",,,,none,,,,7/15/2013 15:45,7/15/2013 15:45,EECS
206,262,2013,Trinity Industries,www.trin.net,Audine Pleyo,audine.pleyo@trin.net,214-589-8355,2525 North Stemmons Freeway,,Dallas,Texas,75207,,No,Manufacturing,IOE:MFE:ME:,Summer Internship:,Bachelors:,Northeast:Midwest:Southeast:,,1,5,Monday September 23,Yes,"Trinity Industries, Inc., headquartered in Dallas, TX, is a holding company that owns a variety of market-leading businesses which provide products & services to the industrial, energy, transportation and construction sectors.  Trinity reports financial results in five principal business segments: the Rail Group, the Railcar Leasing & Management Services Group, the Inland Barge Group, the Construction Products Group & the Energy Equipment Group.",,,,none,,,,6/20/2013 15:32,6/20/2013 15:32,EECS
263,327,2013,"TripAdvisor, LLC",www.tripadvisor.com,Kendra Bingham,kbingham@tripadvisor.com,617-795-7975,141 Needham Street,,Newton,Massachusetts,2464,"Allison Churilla, achurilla@tripadvisor.com",,Entrepreneurial/Start-up,CE:,Full-time:Summer Internship:Co-Op:,Masters:Bachelors:,West Coast:Northeast:,,1,3,Tuesday September 24,No,"Why TripAdvisor?
TripAdvisor is the world's largest travel community.
Annual revenue of $763 million in 2012.
Global presence in Europe, North America and Asia.
More than 100 million traveler reviews and opinions and growing fast.
Taking the industry we pioneered to ground-breaking levels.
Reinventing the way travelers plan trips and connect online",,,,none,,,,7/19/2013 12:25,7/19/2013 12:25,EECS
242,301,2013,Truven Health Analytics,www.truvenhealth.com/careers,Morgan Williams,morgan.williams@truvenhealth.com,734-913-3040,777 E Eisenhower Pkwy,,Ann Arbor,Michigan,48183,John Murrel 734-913-3046,No,Healthcare Products & Services,BME:CE:CS:ENV:FE:EE Systems:PHARM:,Full-time:,PhD:Masters:Bachelors:,West Coast:Northeast:Midwest:,www.truvenhealth.com/careers,2,3,Tuesday September 24,No,"Truven Health Analytics, formerly Thomson Reuters, delivers unbiased information, analytic tools, benchmarks and services to the healthcare industry.Truven Health Analytics combines deep clinical, financial and healthcare management expertise with innovative technology platforms and information assets to make healthcare better, collaborating with customers to uncover and realize opportunities for improving quality, efficeny outcomes.",,,,none,,,,7/11/2013 7:30,7/11/2013 7:30,EECS
262,325,2013,Twilio,twilio.com,Samantha Langford,samantha@twilio.com,415-717-2452,645 Harrison St.,3rd Floor,San Francisco,California,94107,Tricia Green: tgreen@twilio.com,Yes,Telecommunications,CS:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,West Coast:,http://www.jobscore.com/jobs/twilio/list,1,4,Tuesday September 24,No,"We empower developers to build powerful communication. Twilio powers the future of business communications, enabling phones, VoIP, and messaging to be embedded into web, desktop, and mobile software. We take care of the messy telecom hardware and expose a globally available cloud API that developers can interact with to build intelligent & complex communications systems.",,,,none,,,,7/18/2013 15:09,7/18/2013 15:09,EECS
